PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P00541,Anna Nagar,1531,21-01-2014,35,1,1,4,681741,139844,17480550,,,13.086,80.2103
P06378,Anna Nagar,1636,03-09-2009,5,1,1,4,521841,214088,13380530,,,13.086,80.2103
P07514,KK Nagar,1997,17-10-2008,58,3,2,5,625841,345860,16469500,,,13.0378,80.2055
P01071,Chrompet,915,11-01-2013,125,1,1,3,243999,40667,8133300,,,12.9489,80.1354
P03912,Adyar,1046,16-12-2010,138,1,1,3,408888,129123,10760220,,,13.0067,80.257
P07569,KK Nagar,1465,30-09-2008,11,2,1,4,507409,182667,10148180,,,13.0378,80.2055
P04012,KK Nagar,1399,25-11-2010,184,2,1,4,427814,106953,10695340,,,13.0378,80.2055
P01238,Chrompet,1126,04-10-2012,96,1,1,3,293130,79944,8882720,,,12.9489,80.1354
P06167,Karapakkam,1368,10-10-2009,144,2,2,4,311639,108396,6774750,,,12.9346,80.2409
P08843,Chrompet,709,28-07-2007,156,1,1,2,199494,19306,6435300,,,12.9489,80.1354
P07803,T Nagar,1550,29-07-2008,39,1,1,4,399932,144420,11109230,,,13.0418,80.2332
P04952,Velachery,1882,28-05-2010,99,3,2,5,512612,199349,14239220,,,12.9784,80.221
P09013,Anna Nagar,1538,15-05-2007,62,1,1,4,294136,90503,11312920,,,13.086,80.2103
P07034,Velachery,1881,14-03-2009,169,3,2,5,565335,260924,14495770,,,12.9784,80.221
P05575,Adyar,641,01-02-2010,168,1,1,2,348175,89531,9947855,,,13.0067,80.257
P08381,Anna Nagar,1912,23-01-2008,53,2,1,5,358580,74189,12364840,,,13.086,80.2103
P02898,Chrompet,1194,03-07-2011,116,1,1,3,424193,150520,13683650,,,12.9489,80.1354
P03310,Karapakkam,1502,15-04-2011,114,2,2,4,391787,233206,9328250,,,12.9346,80.2409
P01319,Anna Nagar,1649,11-08-2012,145,1,1,4,564110,131626,18803650,,,13.086,80.2103
P02959,Karapakkam,854,22-06-2011,118,1,1,2,280525,98563,7581750,,,12.9346,80.2409
P02061,KK Nagar,2388,18-12-2011,147,4,2,6,600726,240290,12014520,,,13.0378,80.2055
P04310,Karapakkam,1381,24-09-2010,138,2,2,4,281733,107721,8286250,,,12.9346,80.2409
P08508,Chrompet,838,03-12-2007,33,1,1,3,402420,195113,12194550,,,12.9489,80.1354
P06670,KK Nagar,1684,30-06-2009,71,2,1,4,674768,299897,14994840,,,13.0378,80.2055
P00486,Anna Nagar,1740,10-03-2014,36,1,1,4,479359,219136,13695970,,,13.086,80.2103
P07086,T Nagar,1918,02-03-2009,78,2,1,5,746911,207475,20747530,,,13.0418,80.2332
P06211,Karapakkam,669,05-10-2009,154,1,1,2,168634,127753,5110125,,,12.9346,80.2409
P01097,Chrompet,965,29-12-2012,92,1,1,3,250258,163630,9625300,,,12.9489,80.1354
P09622,Velachery,1899,23-06-2006,91,3,2,5,295169,75901,8433410,,,12.9784,80.221
P08819,Velachery,1553,08-08-2007,52,2,1,4,216526,87964,6766430,,,12.9784,80.221
P04614,Karapakkam,976,30-07-2010,90,1,1,3,262029,165492,6895500,,,12.9346,80.2409
P09234,Anna Nagar,1628,17-02-2007,133,1,1,4,493410,151819,12651550,,,13.086,80.2103
P09274,Chrompet,894,05-02-2007,117,1,1,3,235008,153659,9038780,,,12.9489,80.1354
P00542,Anna Nagar,1734,21-01-2014,86,1,1,4,409406,199454,10497580,,,13.086,80.2103
P02527,Karapakkam,662,16-09-2011,140,1,1,2,248602,111617,5073500,,,12.9346,80.2409
P09114,Adyar,994,03-04-2007,106,1,1,3,433395,54174,10834880,,,13.0067,80.257
P02223,Chrompet,1033,12-11-2011,4,1,1,3,304689,117188,11718800,,,12.9489,80.1354
P03868,Karapakkam,1462,26-12-2010,182,2,2,4,213714,95953,4361500,,,12.9346,80.2409
P00122,Anna Nagar,1662,27-11-2014,18,1,1,4,610395,362422,19074830,,,13.086,80.2103
P07207,KK Nagar,1865,22-01-2009,103,3,2,5,414093,128172,9859360,,,13.0378,80.2055
P04950,Karapakkam,1042,28-05-2010,47,1,1,3,163223,126366,5265250,,,12.9346,80.2409
P02822,Chrompet,828,19-07-2011,116,1,1,3,249251,105743,7553060,,,12.9489,80.1354
P00242,Chrompet,850,30-08-2014,122,1,1,3,213713,85485,7123750,,,12.9489,80.1354
P05126,Karapakkam,1562,25-04-2010,8,2,2,4,488437,249898,11359000,,,12.9346,80.2409
P03090,KK Nagar,1425,29-05-2011,182,2,1,4,292863,234290,9762100,,,13.0378,80.2055
P02589,Anna Nagar,1813,06-09-2011,169,2,1,5,321634,136076,12370550,,,13.086,80.2103
P09905,Velachery,1973,03-11-2004,91,3,2,5,322667,152370,8962970,,,12.9784,80.221
P00943,Anna Nagar,1558,15-04-2013,168,1,1,4,411987,140943,10841760,,,13.086,80.2103
P09737,Velachery,1702,14-10-2005,104,2,1,4,395487,202814,10140700,,,12.9784,80.221
P00086,T Nagar,1781,22-12-2014,187,1,1,4,646524,89795,17959010,,,13.0418,80.2332
P04926,T Nagar,1538,02-06-2010,32,1,1,4,638976,212992,17749320,,,13.0418,80.2332
P02163,Velachery,1906,26-11-2011,81,3,2,5,564492,215835,16602700,,,12.9784,80.221
P00401,Anna Nagar,1782,14-05-2014,48,1,1,4,539289,179763,14980260,,,13.086,80.2103
P08746,Adyar,848,03-09-2007,46,1,1,3,413166,68861,11476830,,,13.0067,80.257
P01000,Chrompet,737,08-03-2013,137,1,1,2,267181,71933,10276200,,,12.9489,80.1354
P08035,T Nagar,1512,15-05-2008,55,1,1,4,549504,164851,13737610,,,13.0418,80.2332
P05796,KK Nagar,1956,21-12-2009,29,3,2,5,477705,261600,11373920,,,13.0378,80.2055
P03944,KK Nagar,1402,08-12-2010,61,2,1,4,484166,248626,13085580,,,13.0378,80.2055
P05749,Chrompet,779,30-12-2009,119,1,1,2,196946,106048,7574830,,,12.9489,80.1354
P09090,Anna Nagar,1625,10-04-2007,118,1,1,4,314222,84598,12085470,,,13.086,80.2103
P09206,Anna Nagar,1724,25-02-2007,136,1,1,4,444151,160388,12337540,,,13.086,80.2103
P03970,KK Nagar,2277,03-12-2010,181,4,2,6,412626,226279,13310520,,,13.0378,80.2055
P01102,T Nagar,1692,26-12-2012,24,1,1,4,437437,164039,13669910,,,13.0418,80.2332
P08832,Chrompet,1184,01-08-2007,105,1,1,3,429680,166328,13860650,,,12.9489,80.1354
P02009,Karapakkam,657,27-12-2011,63,1,1,2,112960,72878,3643875,,,12.9346,80.2409
P02283,Chrompet,942,31-10-2011,191,1,1,3,225230,93199,7766550,,,12.9489,80.1354
P09837,Velachery,1535,17-03-2005,93,2,1,4,440567,127907,14211850,,,12.9784,80.221
P00622,Chrompet,966,24-11-2013,18,1,1,3,436651,79391,13231850,,,12.9489,80.1354
P04686,Karapakkam,1294,18-07-2010,81,1,1,3,338948,155733,9160750,,,12.9346,80.2409
P04986,KK Nagar,2042,23-05-2010,3,3,2,5,485789,165879,11848520,,,13.0378,80.2055
P03021,Adyar,1110,13-06-2011,53,1,1,3,342442,94172,8561060,,,13.0067,80.257
P07278,Chrompet,819,31-12-2008,77,1,1,3,268353,138242,8131900,,,12.9489,80.1354
P00759,Chrompet,1132,15-08-2013,10,1,1,3,411291,54839,13709700,,,12.9489,80.1354
P08782,Adyar,900,21-08-2007,20,1,1,3,313982,30385,10128440,,,13.0067,80.257
P07911,KK Nagar,2486,27-06-2008,68,4,2,6,941567,470784,19615980,,,13.0378,80.2055
P01635,Karapakkam,896,05-03-2012,107,1,1,3,216496,74421,6765500,,,12.9346,80.2409
P07139,Velachery,1749,09-02-2009,31,2,1,4,569379,323161,15388610,,,12.9784,80.221
P09157,Chrompet,1252,15-03-2007,54,2,1,4,491781,223537,14902450,,,12.9489,80.1354
P01408,Chrompet,1234,27-05-2012,6,2,1,4,345554,55289,13822150,,,12.9489,80.1354
P02481,KK Nagar,2306,26-09-2011,49,4,2,6,362217,203747,11319280,,,13.0378,80.2055
P05025,Chrompet,814,15-05-2010,126,1,1,3,293401,115582,8890930,,,12.9489,80.1354
P00627,Chrompet,878,22-11-2013,48,1,1,3,248653,138140,9209360,,,12.9489,80.1354
P05662,Chrompet,1053,16-01-2010,176,1,1,3,383305,185044,13217400,,,12.9489,80.1354
P09510,T Nagar,1809,31-10-2006,192,2,1,5,621070,280483,20034510,,,13.0418,80.2332
P00042,Anna Nagar,1871,24-01-2015,25,2,1,5,447127,134138,14904220,,,13.086,80.2103
P02178,Chrompet,802,23-11-2011,92,1,1,3,311094,145826,9721700,,,12.9489,80.1354
P02617,Chrompet,1191,02-09-2011,189,1,1,3,257245,69258,9894050,,,12.9489,80.1354
P08456,Adyar,1025,25-12-2007,170,1,1,3,325308,32531,10843610,,,13.0067,80.257
P03271,KK Nagar,1392,22-04-2011,74,2,1,4,454595,196582,12286360,,,13.0378,80.2055
P05601,KK Nagar,2499,27-01-2010,200,4,2,6,535917,334948,13397920,,,13.0378,80.2055
P04206,Karapakkam,1290,17-10-2010,100,1,1,3,287117,165310,8700500,,,12.9346,80.2409
P00037,Anna Nagar,1760,27-01-2015,34,1,1,4,752815,345888,20346350,,,13.086,80.2103
P01281,Chrompet,1279,04-09-2012,126,2,1,4,323259,127344,9795730,,,12.9489,80.1354
P02692,Chrompet,816,16-08-2011,183,1,1,3,320259,150122,10008100,,,12.9489,80.1354
P06589,T Nagar,1904,19-07-2009,141,2,1,5,604317,395932,20838520,,,13.0418,80.2332
P05923,KK Nagar,1502,30-11-2009,193,2,1,4,466735,126145,12614460,,,13.0378,80.2055
P05348,Chrompet,922,13-03-2010,163,1,1,3,215866,103616,8634640,,,12.9489,80.1354
P06677,T Nagar,1781,28-06-2009,142,1,1,4,800231,328300,20518750,,,13.0418,80.2332
P05543,Adyar,645,06-02-2010,19,1,1,2,307772,61554,8793480,,,13.0067,80.257
P00631,Chrompet,1142,20-11-2013,124,1,1,3,409834,102458,12807300,,,12.9489,80.1354
P00768,T Nagar,1674,09-08-2013,15,1,1,4,301894,166562,10410130,,,13.0418,80.2332
P04091,Adyar,781,10-11-2010,164,1,1,2,435153,156209,11157780,,,13.0067,80.257
P08764,Adyar,1274,29-08-2007,166,2,2,4,298722,130691,9335050,,,13.0067,80.257
P04479,Karapakkam,687,23-08-2010,2,1,1,2,212891,100532,5913625,,,12.9346,80.2409
P06300,T Nagar,1886,17-09-2009,155,2,1,5,469477,249410,14671170,,,13.0418,80.2332
P09056,T Nagar,1598,27-04-2007,14,1,1,4,500603,140169,20024110,,,13.0418,80.2332
P01528,Karapakkam,593,23-03-2012,113,1,1,2,213650,51794,6474250,,,12.9346,80.2409
P01067,Anna Nagar,1815,16-01-2013,48,2,1,5,534986,178329,19814280,,,13.086,80.2103
P05752,Karapakkam,1121,29-12-2009,196,1,1,3,216418,64340,5849125,,,12.9346,80.2409
P06484,Chrompet,1182,09-08-2009,4,1,1,3,272644,141371,10097940,,,12.9489,80.1354
P05576,Anna Nagar,1864,01-02-2010,198,2,1,5,514704,141543,12867590,,,13.086,80.2103
P03334,KK Nagar,2125,12-04-2011,198,3,2,5,582980,416414,16656560,,,13.0378,80.2055
P01697,Chrompet,955,24-02-2012,175,1,1,3,263080,29231,9743700,,,12.9489,80.1354
P07563,Velachery,1625,02-10-2008,2,2,1,4,466444,274379,13718940,,,12.9784,80.221
P01566,Chrompet,864,17-03-2012,124,1,1,3,313916,175793,12556650,,,12.9489,80.1354
P00107,Chrompet,1183,09-12-2014,143,1,1,3,334527,104540,10453960,,,12.9489,80.1354
P02215,Karapakkam,938,13-11-2011,70,1,1,3,181985,113126,4918500,,,12.9346,80.2409
P06034,Karapakkam,1040,05-11-2009,25,1,1,3,372425,114008,7600500,,,12.9346,80.2409
P04185,Chrompet,849,21-10-2010,21,1,1,3,314566,58253,11650600,,,12.9489,80.1354
P03133,Karapakkam,914,20-05-2011,132,1,1,3,247456,113696,6688000,,,12.9346,80.2409
P03103,Karapakkam,1156,26-05-2011,122,1,1,3,447388,125269,8947750,,,12.9346,80.2409
P00481,Chrompet,830,13-03-2014,191,1,1,3,358342,162883,10858850,,,12.9489,80.1354
P05056,KK Nagar,1655,07-05-2010,146,2,1,4,314995,127967,9843580,,,13.0378,80.2055
P07198,KK Nagar,1693,24-01-2009,99,2,1,4,481046,180392,10021800,,,13.0378,80.2055
P08506,Chrompet,1014,04-12-2007,17,1,1,3,418933,117825,13091650,,,12.9489,80.1354
P00703,Chrompet,1148,03-10-2013,152,1,1,3,237195,32717,8179150,,,12.9489,80.1354
P02299,KK Nagar,2453,29-10-2011,53,4,2,6,645265,164748,13729040,,,13.0378,80.2055
P03233,KK Nagar,2167,30-04-2011,194,3,2,5,486612,124772,12477240,,,13.0378,80.2055
P02110,Karapakkam,1404,09-12-2011,43,2,2,4,384153,82319,9146500,,,12.9346,80.2409
P08646,T Nagar,1545,09-10-2007,17,1,1,4,559477,139869,13986920,,,13.0418,80.2332
P09653,Velachery,1634,23-04-2006,93,2,1,4,294404,155380,8177900,,,12.9784,80.221
P09183,Chrompet,1268,06-03-2007,40,2,1,4,362427,153757,10982650,,,12.9489,80.1354
P03187,KK Nagar,1682,09-05-2011,38,2,1,4,367175,208066,12239160,,,13.0378,80.2055
P04240,Velachery,1787,08-10-2010,116,2,1,4,347046,106042,9640180,,,12.9784,80.221
P04016,Karapakkam,1337,24-11-2010,34,2,2,4,397656,182922,7953125,,,12.9346,80.2409
P01481,Adyar,695,07-04-2012,165,1,1,2,215229,6149,6149410,,,13.0067,80.257
P05485,Anna Nagar,1930,16-02-2010,163,2,1,5,457127,143669,13060780,,,13.086,80.2103
P01390,Chrompet,1042,13-06-2012,178,1,1,3,296269,158716,10581040,,,12.9489,80.1354
P01475,T Nagar,1613,13-04-2012,178,1,1,4,438461,315692,17538420,,,13.0418,80.2332
P01758,Karapakkam,1270,12-02-2012,39,1,1,3,393954,196977,8953500,,,12.9346,80.2409
P04426,Chrompet,997,03-09-2010,114,1,1,3,385798,144674,12056200,,,12.9489,80.1354
P00375,Chrompet,726,31-05-2014,74,1,1,2,163297,37684,6280650,,,12.9489,80.1354
P07031,Velachery,1853,15-03-2009,73,3,2,5,340605,140249,10017780,,,12.9784,80.221
P09706,Velachery,1591,18-01-2006,27,2,1,4,309092,158723,8353830,,,12.9784,80.221
P09315,Anna Nagar,1980,19-01-2007,48,2,1,5,515980,200659,14332790,,,13.086,80.2103
P02079,KK Nagar,2226,14-12-2011,138,4,2,6,571850,116704,11670400,,,13.0378,80.2055
P02476,Adyar,808,27-09-2011,88,1,1,3,430167,143389,11949085,,,13.0067,80.257
P01626,Karapakkam,1376,07-03-2012,181,2,2,4,356631,129684,8105250,,,12.9346,80.2409
P08989,T Nagar,1868,22-05-2007,197,2,1,5,781305,340569,20033450,,,13.0418,80.2332
P04924,Karapakkam,1311,02-06-2010,48,1,1,3,261290,84919,6532250,,,12.9346,80.2409
P07178,Adyar,805,27-01-2009,63,1,1,3,321639,35738,8934405,,,13.0067,80.257
P00718,Chrompet,706,18-09-2013,100,1,1,2,195474,93828,7818970,,,12.9489,80.1354
P04712,Karapakkam,1464,13-07-2010,184,2,2,4,219546,87819,6272750,,,12.9346,80.2409
P01576,Adyar,648,15-03-2012,143,1,1,2,383846,82994,10374210,,,13.0067,80.257
P08055,Velachery,1917,08-05-2008,182,3,2,5,354609,144060,11081520,,,12.9784,80.221
P06214,Adyar,1018,05-10-2009,66,1,1,3,350106,128986,9213320,,,13.0067,80.257
P03158,Anna Nagar,1694,15-05-2011,167,1,1,4,659934,94276,18855250,,,13.086,80.2103
P08224,Chrompet,1112,18-03-2008,86,1,1,3,360819,200455,13363650,,,12.9489,80.1354
P04145,Karapakkam,950,27-10-2010,116,1,1,3,249941,153810,6408750,,,12.9346,80.2409
P08981,Adyar,1282,25-05-2007,149,2,2,4,393630,43737,10934170,,,13.0067,80.257
P04682,Velachery,1639,19-07-2010,73,2,1,4,259623,119286,7016840,,,12.9784,80.221
P07593,KK Nagar,1501,26-09-2008,16,2,1,4,491357,85453,10681680,,,13.0378,80.2055
P04406,Chrompet,765,08-09-2010,22,1,1,2,166373,74581,5737000,,,12.9489,80.1354
P03606,Anna Nagar,1765,18-02-2011,117,1,1,4,533085,232370,13668850,,,13.086,80.2103
P03281,Karapakkam,1518,20-04-2011,104,2,2,4,296865,138537,6597000,,,12.9346,80.2409
P06840,KK Nagar,2417,09-05-2009,196,4,2,6,343084,217286,11436120,,,13.0378,80.2055
P03436,Karapakkam,1070,26-03-2011,109,1,1,3,242244,100935,5046750,,,12.9346,80.2409
P00502,T Nagar,1784,18-02-2014,71,1,1,4,459406,207474,14819560,,,13.0418,80.2332
P07484,Chrompet,1188,26-10-2008,9,1,1,3,274330,88178,9797510,,,12.9489,80.1354
P01537,Karapakkam,1494,22-03-2012,171,2,2,4,376648,131008,8188000,,,12.9346,80.2409
P07127,T Nagar,1810,13-02-2009,128,2,1,5,715452,347505,20441490,,,13.0418,80.2332
P05257,Karapakkam,738,31-03-2010,166,1,1,2,305955,54392,6799000,,,12.9346,80.2409
P01738,KK Nagar,1564,17-02-2012,6,2,1,4,500968,100194,10019360,,,13.0378,80.2055
P01654,Karapakkam,1211,02-03-2012,88,1,1,3,348705,153090,8505000,,,12.9346,80.2409
P09944,Velachery,1662,04-08-2004,135,2,1,4,481836,147228,13384340,,,12.9784,80.221
P09403,Velachery,1530,20-12-2006,174,2,1,4,401494,184470,10851180,,,12.9784,80.221
P06588,Adyar,909,19-07-2009,62,1,1,3,274249,41553,8310590,,,13.0067,80.257
P07233,Adyar,690,12-01-2009,115,1,1,2,232073,22459,7486235,,,13.0067,80.257
P03147,Chrompet,780,18-05-2011,94,1,1,2,232980,42360,7060000,,,12.9489,80.1354
P04973,Chrompet,1195,25-05-2010,43,1,1,3,285894,81684,10210500,,,12.9489,80.1354
P03954,Karapakkam,1428,05-12-2010,37,2,2,4,448137,237249,13180500,,,12.9346,80.2409
P03244,Adyar,746,27-04-2011,53,1,1,2,249237,25563,6390690,,,13.0067,80.257
P07817,Adyar,921,23-07-2008,163,1,1,3,222526,64604,7178250,,,13.0067,80.257
P08136,Adyar,607,11-04-2008,124,1,1,2,204558,53831,5383105,,,13.0067,80.257
P02657,Adyar,712,25-08-2011,37,1,1,2,237253,13956,6978025,,,13.0067,80.257
P07181,KK Nagar,2312,27-01-2009,88,4,2,6,565641,100558,12569800,,,13.0378,80.2055
P08178,Velachery,1809,30-03-2008,174,3,2,5,439509,202850,11269470,,,12.9784,80.221
P06878,T Nagar,1872,30-04-2009,16,2,1,5,385396,88938,14822920,,,13.0418,80.2332
P01878,KK Nagar,2286,23-01-2012,46,4,2,6,616544,281466,13403120,,,13.0378,80.2055
P04726,Karapakkam,1648,09-07-2010,26,2,2,4,223188,95652,5314000,,,12.9346,80.2409
P06083,Anna Nagar,1522,27-10-2009,15,1,1,4,451796,220106,11584500,,,13.086,80.2103
P09244,Chrompet,919,14-02-2007,70,1,1,3,352572,60788,12157650,,,12.9489,80.1354
P01266,T Nagar,1858,16-09-2012,156,2,1,5,330086,228521,12695630,,,13.0418,80.2332
P01201,Chrompet,1082,26-10-2012,194,1,1,3,336552,155332,12944300,,,12.9489,80.1354
P02434,Karapakkam,1338,05-10-2011,165,2,2,4,280621,96002,7384750,,,12.9346,80.2409
P05679,Karapakkam,1559,13-01-2010,59,2,2,4,183968,74737,5749000,,,12.9346,80.2409
P06179,Karapakkam,860,09-10-2009,165,1,1,2,248593,90949,6063250,,,12.9346,80.2409
P06891,Velachery,1769,27-04-2009,137,2,1,4,385067,192534,9626680,,,12.9784,80.221
P03493,Chrompet,1197,17-03-2011,5,1,1,3,231828,37092,9273100,,,12.9489,80.1354
P09963,Velachery,1971,04-07-2004,5,3,2,5,591269,186717,15559710,,,12.9784,80.221
P09207,Velachery,1966,24-02-2007,35,3,2,5,386602,115980,9665040,,,12.9784,80.221
P07607,KK Nagar,2176,22-09-2008,28,3,2,5,423070,235039,11751940,,,13.0378,80.2055
P01974,Karapakkam,1519,06-01-2012,164,2,2,4,244503,130781,5686125,,,12.9346,80.2409
P06379,KK Nagar,1892,03-09-2009,16,3,2,5,357328,172901,11526700,,,13.0378,80.2055
P06181,Chrompet,786,09-10-2009,75,1,1,2,227726,96611,6900800,,,12.9489,80.1354
P01081,Chrompet,942,09-01-2013,18,1,1,3,324193,167009,9824040,,,12.9489,80.1354
P02591,Karapakkam,1344,05-09-2011,151,2,2,4,376238,173069,7524750,,,12.9346,80.2409
P03498,Karapakkam,943,16-03-2011,198,1,1,3,220166,127838,7102125,,,12.9346,80.2409
P05063,Chrompet,1098,06-05-2010,62,1,1,3,240345,62312,8901650,,,12.9489,80.1354
P04401,Karapakkam,1190,08-09-2010,77,1,1,3,253490,90997,6499750,,,12.9346,80.2409
P07475,Velachery,1590,28-10-2008,106,2,1,4,385489,115647,9637220,,,12.9784,80.221
P03509,Karapakkam,1040,13-03-2011,142,1,1,3,296577,200907,9567000,,,12.9346,80.2409
P07361,KK Nagar,1524,09-12-2008,61,2,1,4,454969,197812,9890620,,,13.0378,80.2055
P07919,Chrompet,1132,25-06-2008,106,1,1,3,217278,83569,8356850,,,12.9489,80.1354
P01239,Anna Nagar,1699,04-10-2012,185,1,1,4,752593,366648,19297260,,,13.086,80.2103
P09404,Chrompet,1204,20-12-2006,47,2,1,4,333184,171640,10096480,,,12.9489,80.1354
P01943,Adyar,1003,10-01-2012,147,1,1,3,479836,27419,13709595,,,13.0067,80.257
P08347,Anna Nagar,1610,06-02-2008,182,1,1,4,445133,197837,12364800,,,13.086,80.2103
P09996,Velachery,1869,18-04-2004,36,3,2,5,250314,145343,8074630,,,12.9784,80.221
P06207,Anna Nagar,1676,06-10-2009,103,1,1,4,669970,223323,20302130,,,13.086,80.2103
P06654,Adyar,929,03-07-2009,91,1,1,3,313330,56969,9494835,,,13.0067,80.257
P05703,Karapakkam,1265,08-01-2010,108,1,1,3,448531,206324,8970625,,,12.9346,80.2409
P07319,T Nagar,1585,21-12-2008,199,1,1,4,684691,210674,17556170,,,13.0418,80.2332
P00962,Chrompet,729,05-04-2013,142,1,1,2,305672,49302,9860400,,,12.9489,80.1354
P09237,T Nagar,1882,16-02-2007,180,2,1,5,318133,85651,12235870,,,13.0418,80.2332
P09470,Adyar,912,21-11-2006,181,1,1,3,345959,93502,9350240,,,13.0067,80.257
P03023,KK Nagar,2147,13-06-2011,23,3,2,5,790306,326431,17180560,,,13.0378,80.2055
P00742,Chrompet,898,24-08-2013,130,1,1,3,335577,51627,12906800,,,12.9489,80.1354
P06122,Velachery,1979,18-10-2009,16,3,2,5,510899,191587,15965590,,,12.9784,80.221
P05219,Karapakkam,1398,08-04-2010,133,2,2,4,245627,141422,7443250,,,12.9346,80.2409
P04369,Karapakkam,942,14-09-2010,32,1,1,3,229905,112005,5895000,,,12.9346,80.2409
P05343,Karapakkam,1504,13-03-2010,182,2,2,4,306852,149492,7868000,,,12.9346,80.2409
P07984,Chrompet,821,31-05-2008,22,1,1,3,217694,148032,8707750,,,12.9489,80.1354
P06336,Adyar,1045,11-09-2009,76,1,1,3,339894,22660,11329800,,,13.0067,80.257
P06813,Chrompet,1149,15-05-2009,64,1,1,3,232917,58229,8318450,,,12.9489,80.1354
P09065,Anna Nagar,1666,24-04-2007,140,1,1,4,416307,143105,13009590,,,13.086,80.2103
P05646,Karapakkam,1210,18-01-2010,66,1,1,3,266664,99999,8333250,,,12.9346,80.2409
P02197,Velachery,1523,17-11-2011,83,2,1,4,306988,153494,8078620,,,12.9784,80.221
P01147,Chrompet,891,28-11-2012,95,1,1,3,277533,170790,10674350,,,12.9489,80.1354
P01923,T Nagar,1955,14-01-2012,137,2,1,5,713685,111513,22302670,,,13.0418,80.2332
P06780,Chrompet,1191,26-05-2009,54,1,1,3,300975,53746,10749120,,,12.9489,80.1354
P07823,KK Nagar,1641,22-07-2008,144,2,1,4,373430,172352,9575120,,,13.0378,80.2055
P08422,Chrompet,740,08-01-2008,17,1,1,2,210714,97832,7525500,,,12.9489,80.1354
P09717,Velachery,1588,10-12-2005,3,2,1,4,364334,239094,11385450,,,12.9784,80.221
P02755,Karapakkam,1272,04-08-2011,26,1,1,3,339480,82984,7544000,,,12.9346,80.2409
P05668,Chrompet,879,15-01-2010,156,1,1,3,304435,109597,12177400,,,12.9489,80.1354
P08228,Chrompet,1228,17-03-2008,100,2,1,4,271920,40284,10071110,,,12.9489,80.1354
P05724,Karapakkam,946,03-01-2010,165,1,1,3,348579,95067,7922250,,,12.9346,80.2409
P01827,Karapakkam,867,31-01-2012,147,1,1,2,269194,107678,7691250,,,12.9346,80.2409
P09883,Velachery,1932,16-12-2004,10,3,2,5,301611,54135,7733620,,,12.9784,80.221
P09419,Velachery,1617,15-12-2006,82,2,1,4,416472,169192,13014740,,,12.9784,80.221
P04101,KK Nagar,2179,08-11-2010,37,3,2,5,647002,258801,18485760,,,13.0378,80.2055
P06401,Karapakkam,1040,26-08-2009,107,1,1,3,204137,62129,4437750,,,12.9346,80.2409
P03119,Karapakkam,950,23-05-2011,41,1,1,3,362138,96570,8047500,,,12.9346,80.2409
P04057,Karapakkam,1354,16-11-2010,72,2,2,4,210381,123150,5131250,,,12.9346,80.2409
P09393,Velachery,1739,23-12-2006,57,2,1,4,363636,234604,11730190,,,12.9784,80.221
P07134,Adyar,935,11-02-2009,170,1,1,3,420446,81753,11679050,,,13.0067,80.257
P04679,Karapakkam,1484,19-07-2010,122,2,2,4,278421,88280,6790750,,,12.9346,80.2409
P06104,KK Nagar,2182,23-10-2009,179,3,2,5,541630,270815,11774560,,,13.0378,80.2055
P06797,Anna Nagar,1711,21-05-2009,27,1,1,4,391812,138286,11523870,,,13.086,80.2103
P06123,Chrompet,886,18-10-2009,184,1,1,3,229575,34784,6956820,,,12.9489,80.1354
P09862,Velachery,1760,23-01-2005,161,2,1,4,498493,199397,16616430,,,12.9784,80.221
P05523,Chrompet,1283,09-02-2010,191,2,1,4,249776,76854,9606750,,,12.9489,80.1354
P03015,Karapakkam,1155,14-06-2011,189,1,1,3,306263,49002,6125250,,,12.9346,80.2409
P04472,Karapakkam,752,24-08-2010,154,1,1,2,197447,81302,5807250,,,12.9346,80.2409
P06805,KK Nagar,1888,18-05-2009,91,3,2,5,507651,129864,11805840,,,13.0378,80.2055
P04507,Chrompet,1211,18-08-2010,78,2,1,4,384589,92832,13261700,,,12.9489,80.1354
P04423,Karapakkam,1248,03-09-2010,78,1,1,3,182728,131336,5710250,,,12.9346,80.2409
P06767,KK Nagar,1892,31-05-2009,137,3,2,5,780507,373286,16967540,,,13.0378,80.2055
P07397,Adyar,1030,25-11-2008,52,1,1,3,189529,45947,5743315,,,13.0067,80.257
P00097,Chrompet,1254,14-12-2014,109,2,1,4,272860,54572,9095330,,,12.9489,80.1354
P01689,KK Nagar,1762,26-02-2012,86,2,1,4,622716,326185,14826580,,,13.0378,80.2055
P01971,Karapakkam,1622,06-01-2012,19,2,2,4,446750,279219,11168750,,,12.9346,80.2409
P01042,Chrompet,951,01-02-2013,128,1,1,3,337941,33794,11264700,,,12.9489,80.1354
P07881,Anna Nagar,1981,05-07-2008,126,2,1,5,745098,310458,20697180,,,13.086,80.2103
P04770,Karapakkam,1628,02-07-2010,179,2,2,4,228314,132182,6008250,,,12.9346,80.2409
